,Matchid,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22,,Runs_1,Over_1
76,1044203,AC Jayangani,PM Weerakkody,PRCS Kumarihami,HIS Mendis,MADD Surangika,MDN Hansika,LE Kaushalya,KDU Prabodhani,I Ranaweera,BMSM Kumari,SIP Fernando,NE Bolton,EJ Villani,MM Lanning,EA Perry,AJ Blackwell,JL Jonassen,AJ Healy,EA Osborne,HL Ferling,ML Schutt,KM Beams,,6,0.4
77,1044209,NE Bolton,EJ Villani,MM Lanning,EA Perry,AJ Blackwell,HL Ferling,EA Osborne,JL Jonassen,RM Farrell,KM Beams,-,PM Weerakkody,GWHM Perera,AC Jayangani,PRCS Kumarihami,LE Kaushalya,MDN Hansika,KDU Prabodhani,KADA Kanchana,I Ranaweera,BMSM Kumari,SIP Fernando,,-,-
78,1049617,GK Diviya,NA Pratt,Ankita Ved,Kashish Agarwal,Samantha Singham,T Sen,Smruthi Radhakrishnan,Roshni Ramesh,-,-,-,Emylia Eliani,Yusrina Yaakop,WA Duraisingam,DI Chunan,Sasha Azmi,Noor Hayati Zakaria,Jannadiah Halim,Nur Arianna Natsya,Zumika Azmi,-,-,,19,4
79,1049633,Emylia Eliani,Zumika Azmi,Christina Baret,WA Duraisingam,Sasha Azmi,DI Chunan,Noor Hayati Zakaria,Nur Aishah,Mahirah Izzati Ismail,Jannadiah Halim,-,Kashish Agarwal,NA Pratt,Ankita Ved,GK Diviya,Samantha Singham,Vathana Sreemurugavel,T Sen,V Pasupathy,Roshni Ramesh,Smruthi Radhakrishnan,-,,-,-
80,1050223,Azhar Ali,Babar Azam,Sharjeel Khan,Shoaib Malik,Sarfraz Ahmed,Mohammad Rizwan,Imad Wasim,Mohammad Nawaz (3),Wahab Riaz,Mohammad Amir,Hasan Ali,J Charles,KC Brathwaite,DM Bravo,MN Samuels,D Ramdin,KA Pollard,JO Holder,CR Brathwaite,SP Narine,SJ Benn,ST Gabriel,,-,-
81,1050225,Azhar Ali,Sharjeel Khan,Babar Azam,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Mohammad Rizwan,Mohammad Amir,Hasan Ali,Wahab Riaz,Mohammad Nawaz (3),J Charles,KC Brathwaite,DM Bravo,MN Samuels,D Ramdin,KA Pollard,CR Brathwaite,JO Holder,SP Narine,AS Joseph,SJ Benn,,-,-
82,1050227,Azhar Ali,Sharjeel Khan,Babar Azam,Shoaib Malik,Sarfraz Ahmed,Mohammad Rizwan,Imad Wasim,Mohammad Nawaz (3),Sohail Khan,Hasan Ali,Wahab Riaz,KC Brathwaite,E Lewis,DM Bravo,MN Samuels,D Ramdin,KA Pollard,JO Holder,SP Narine,SJ Benn,AS Joseph,ST Gabriel,,-,-
83,1050607,SW Bates,RH Priest,AE Satterthwaite,KJ Martin,SFM Devine,EC Perry,HR Huddleston,HM Rowe,TMM Newton,AC Kerr,-,Ayesha Zafar,Nahida Khan,Nain Abidi,Bismah Maroof,Nida Dar,Asmavia Iqbal,Maham Tariq,Sana Mir,Sadia Yousuf,-,-,,21,5
84,1050609,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Nida Dar,Nain Abidi,Asmavia Iqbal,Aliya Riaz,Sana Mir,Sadia Yousuf,-,SW Bates,RH Priest,AE Satterthwaite,KJ Martin,LMM Tahuhu,HM Rowe,MJG Nielsen,TMM Newton,SFM Devine,-,-,,-,-
85,1050611,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Iram Javed,Sana Mir,Sidra Nawaz,Asmavia Iqbal,Diana Baig,Sadia Yousuf,Anam Amin,SW Bates,RH Priest,SFM Devine,EC Perry,SRH Curtis,LMM Tahuhu,MJG Nielsen,HR Huddleston,AC Kerr,AE Satterthwaite,-,,-,-
86,1050615,SW Bates,SFM Devine,RH Priest,AE Satterthwaite,TMM Newton,KJ Martin,EC Perry,KT Perkins,LMM Tahuhu,AC Kerr,MJG Nielsen,Ayesha Zafar,Javeria Khan,Bismah Maroof,Nain Abidi,Iram Javed,Nida Dar,Asmavia Iqbal,Sidra Nawaz,Sana Mir,Aliya Riaz,Sadia Yousuf,,14,3
87,1050623,BL Mooney,NE Bolton,MM Lanning,RL Haynes,EJ Villani,AJ Healy,JL Jonassen,A Wellington,ML Schutt,L Cheatle,KM Beams,SW Bates,RH Priest,AE Satterthwaite,KJ Martin,SRH Curtis,KT Perkins,AM Peterson,LMM Tahuhu,HR Huddleston,EM Bermingham,AC Kerr,,-,-
88,1050625,SW Bates,RH Priest,AE Satterthwaite,KJ Martin,EC Perry,KT Perkins,AM Peterson,LMM Tahuhu,EM Bermingham,HR Huddleston,AC Kerr,NE Bolton,BL Mooney,MM Lanning,EJ Villani,AJ Blackwell,AJ Healy,JL Jonassen,A Gardner,EA Perry,RM Farrell,A Wellington,,43,8.2
89,1050627,SW Bates,RH Priest,AE Satterthwaite,KJ Martin,KT Perkins,SRH Curtis,AM Peterson,EM Bermingham,AC Kerr,LMM Tahuhu,HR Huddleston,BL Mooney,NE Bolton,MM Lanning,EA Perry,EJ Villani,AJ Blackwell,AJ Healy,L Cheatle,JL Jonassen,A Wellington,A Gardner,,61,10
90,1051297,Tamim Iqbal,Soumya Sarkar,Imrul Kayes,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mashrafe Mortaza,Taijul Islam,Taskin Ahmed,Rubel Hossain,Shabir Noori,Mohammad Shahzad,Hashmatullah Shahidi,Rahmat Shah,Mohammad Nabi,Najibullah Zadran,Asghar Stanikzai,Rashid Khan,Mirwais Ashraf,Naveen-ul-Haq,Dawlat Zadran,,-,-
91,1051299,Tamim Iqbal,Soumya Sarkar,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Sabbir Rahman,Mashrafe Mortaza,Mosaddek Hossain,Taijul Islam,Taskin Ahmed,Rubel Hossain,Mohammad Shahzad,Nawroz Mangal,Rahmat Shah,Hashmatullah Shahidi,Asghar Stanikzai,Mohammad Nabi,Najibullah Zadran,Rashid Khan,Mirwais Ashraf,Dawlat Zadran,Naveen-ul-Haq,,-,-
92,1051301,Tamim Iqbal,Soumya Sarkar,Sabbir Rahman,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Mosaddek Hossain,Mosharraf Hossain,Mashrafe Mortaza,Shafiul Islam,Taskin Ahmed,Mohammad Shahzad,Nawroz Mangal,Rahmat Shah,Hashmatullah Shahidi,Asghar Stanikzai,Samiullah Shenwari,Mohammad Nabi,Najibullah Zadran,Rashid Khan,Dawlat Zadran,Mirwais Ashraf,,-,-
93,1059195,GWHM Perera,MDN Hansika,AC Jayangani,MADD Surangika,PM Weerakkody,PRCS Kumarihami,KADA Kanchana,OU Ranasinghe,SS Weerakkody,I Ranaweera,BMSM Kumari,L Winfield,TT Beaumont,DN Wyatt,NR Sciver,FC Wilson,AE Jones,GA Elwiss,BA Langston,LA Marsh,D Hazell,A Hartley,,-,-
94,1059710,BB Chari,CJ Chibhabha,CR Ervine,Sikandar Raza,SC Williams,PJ Moor,E Chigumbura,AG Cremer,DT Tiripano,CT Mumba,T Panyangara,DM de Silva,MDKJ Perera,N Dickwella,BKG Mendis,KMDN Kulasekara,RAS Lakmal,SS Pathirana,N Pradeep,GSNFG Jayasuriya,DAS Gunaratne,-,,-,-
95,1059711,J Charles,KC Brathwaite,E Lewis,SD Hope,JL Carter,R Powell,CR Brathwaite,JO Holder,AR Nurse,SJ Benn,ST Gabriel,DM de Silva,MDKJ Perera,N Dickwella,BKG Mendis,WU Tharanga,DAS Gunaratne,GSNFG Jayasuriya,SS Pathirana,KMDN Kulasekara,RAS Lakmal,N Pradeep,,-,-
96,1059712,BB Chari,CJ Chibhabha,CR Ervine,Sikandar Raza,SC Williams,E Chigumbura,PJ Moor,AG Cremer,DT Tiripano,CB Mpofu,TS Chisoro,J Charles,KC Brathwaite,E Lewis,SD Hope,R Powell,JO Holder,CR Brathwaite,JL Carter,AR Nurse,ST Gabriel,SJ Benn,,-,-
97,1059714,DM de Silva,MDKJ Perera,N Dickwella,BKG Mendis,GSNFG Jayasuriya,WU Tharanga,DAS Gunaratne,SS Pathirana,KMDN Kulasekara,RAS Lakmal,N Pradeep,J Charles,E Lewis,KC Brathwaite,SD Hope,JL Carter,R Powell,JO Holder,CR Brathwaite,AR Nurse,SJ Benn,ST Gabriel,,-,-
98,1059715,BB Chari,CJ Chibhabha,H Masakadza,CR Ervine,Sikandar Raza,SC Williams,PJ Moor,AG Cremer,DT Tiripano,TS Chisoro,CB Mpofu,E Lewis,J Charles,KC Brathwaite,SD Hope,JL Carter,R Powell,JO Holder,ML Cummins,D Bishoo,AR Nurse,CR Brathwaite,,-,-
99,1059716,H Masakadza,PJ Moor,TK Musakanda,CR Ervine,Sikandar Raza,SC Williams,MN Waller,AG Cremer,DT Tiripano,TS Chisoro,BV Vitori,DM de Silva,N Dickwella,MDKJ Perera,BKG Mendis,WU Tharanga,DAS Gunaratne,KMDN Kulasekara,RAS Lakmal,SS Pathirana,MD Shanaka,JDF Vandersay,,-,-
100,1062498,FA Klokker,Aftab Ahmed (2),Zameer Khan,HAM Shah,MR Pedersen,A Bulow,A Khan,Yasir Iqbal,RB Javed,SA Ahmad,Bashir Shah,Manpreet Singh,MMBRSTC Wanigaratne,A Bonora,DG Crowley,BBJL Perera,GP Meade,CS Sandri,WTN Fernando,R Tanweer,L di Giglio,Charanjeet Singh,,-,-
101,1062500,KS Leverock,DA Minors,T Manders,DC Stovell,JJ Tucker,OL Pitcher,S Bremar,JA DeSilva,BJ Hall,GH Maybury,C Outerbridge,Zeeshan Maqsood,A Poulose,SS Khadye,Khawar Ali,Zeeshan Siddiqui,AV Lalcheta,Jatinder Singh,Amir Ali,RJ Ranpura,Mohammad Nadeem,M Ansari,,29,5
102,1062501,PW Gough,NAT Watkins,LE Gallichan,JW Jenner,JE Dunford,AW Hawkins-Kay,C Bisson,CW Perchard,RJG Palmer,B Kynman,R McBey,FA Klokker,Aftab Ahmed (2),SA Ahmad,HAM Shah,MR Pedersen,Zameer Khan,A Khan,RB Javed,Bashir Shah,-,-,,-,-
103,1062502,Manpreet Singh,MMBRSTC Wanigaratne,R Tanweer,DG Crowley,A Bonora,GP Meade,BBJL Perera,L di Giglio,Charanjeet Singh,-,-,Steven Ryan Taylor,RR Timbawala,Fahad Babar,AAA Amsterdam,AL Dodson,NI Standford,TP Allen,TK Patel,EH Hutchinson,Jasdeep Singh,Danial Ahmed,,-,-
104,1062503,Manpreet Singh,MMBRSTC Wanigaratne,GP Meade,A Bonora,DG Crowley,CS Sandri,BBJL Perera,R Tanweer,WTN Fernando,L di Giglio,Charanjeet Singh,PW Gough,NAT Watkins,LE Gallichan,JW Jenner,W Harris,AW Hawkins-Kay,C Bisson,CW Perchard,JE Dunford,B Kynman,RJG Palmer,,-,-
105,1062504,Zeeshan Maqsood,A Poulose,SS Khadye,Khawar Ali,Zeeshan Siddiqui,Jatinder Singh,Amir Ali,AV Lalcheta,Mohammad Nadeem,RJ Ranpura,M Ansari,Steven Ryan Taylor,Fahad Babar,RR Timbawala,AAA Amsterdam,Ali Khan,TP Allen,Danial Ahmed,EH Hutchinson,TK Patel,-,-,,29,3.3
106,1062506,Steven Ryan Taylor,Fahad Babar,RR Timbawala,AAA Amsterdam,AL Dodson,NI Standford,TP Allen,EH Hutchinson,Ali Khan,Danial Ahmed,TK Patel,Aftab Ahmed (2),SA Ahmad,HAM Shah,FA Klokker,Zameer Khan,Yasir Iqbal,A Bulow,RB Javed,A Khan,Bashir Shah,Omar Hayat,,44,10
107,1062507,KS Leverock,OL Pitcher,JJ Tucker,DC Stovell,DMW Rawlins,S Bremar,T Manders,JA DeSilva,DAW Hollis,GH Maybury,C Outerbridge,NAT Watkins,PW Gough,JW Jenner,W Harris,AW Hawkins-Kay,H Carlyon,C Bisson,CW Perchard,JE Dunford,RJG Palmer,B Kynman,,-,-
108,1062508,Manpreet Singh,MMBRSTC Wanigaratne,GP Meade,A Bonora,DG Crowley,CS Sandri,BBJL Perera,Fida Hussain,ZH Cheema,L di Giglio,Charanjeet Singh,Zeeshan Maqsood,Khawar Ali,A Poulose,SS Khadye,Zeeshan Siddiqui,Jatinder Singh,Mohammad Nadeem,RJ Ranpura,AV Lalcheta,M Ansari,Amir Ali,,-,-
109,1062509,Khawar Ali,A Poulose,Zeeshan Maqsood,SS Khadye,Zeeshan Siddiqui,Jatinder Singh,AV Lalcheta,Amir Ali,Mohammad Nadeem,RJ Ranpura,M Ansari,Aftab Ahmed (2),SA Ahmad,HAM Shah,FA Klokker,Zameer Khan,Yasir Iqbal,A Khan,A Bulow,RB Javed,Omar Hayat,Bashir Shah,,37,8
110,1062510,Manpreet Singh,MMBRSTC Wanigaratne,GP Meade,A Bonora,DG Crowley,CS Sandri,BBJL Perera,Fida Hussain,L di Giglio,Charanjeet Singh,-,KS Leverock,DA Minors,T Manders,DMW Rawlins,DC Stovell,JJ Tucker,OL Pitcher,S Bremar,JA DeSilva,GH Maybury,C Outerbridge,,-,-
111,1062511,PW Gough,NAT Watkins,LE Gallichan,JW Jenner,H Carlyon,AW Hawkins-Kay,C Bisson,CW Perchard,JE Dunford,RJG Palmer,R McBey,Steven Ryan Taylor,Fahad Babar,Abdullah Syed,AAA Amsterdam,AL Dodson,TP Allen,NI Standford,EH Hutchinson,P Nair,TK Patel,Danial Ahmed,,-,-
112,1062512,Aftab Ahmed (2),SA Ahmad,A Bulow,HAM Shah,FA Klokker,T Bharaj,Zameer Khan,Abdul Hashim,RB Javed,A Khan,Omar Hayat,KS Leverock,DMW Rawlins,T Manders,DC Stovell,S Bremar,JJ Tucker,DAW Hollis,JA DeSilva,BJ Hall,C Outerbridge,J Smith,,32,10
113,1062514,Fahad Babar,RR Timbawala,Abdullah Syed,AAA Amsterdam,Steven Ryan Taylor,AL Dodson,TK Patel,TP Allen,EH Hutchinson,Jasdeep Singh,P Nair,Khawar Ali,A Poulose,Zeeshan Maqsood,SS Khadye,Zeeshan Siddiqui,AV Lalcheta,Mohammad Nadeem,Jatinder Singh,Amir Ali,RJ Ranpura,Sufyan Mehmood,,-,-
114,1062580,GWHM Perera,MDN Hansika,AC Jayangani,MADD Surangika,PM Weerakkody,PRCS Kumarihami,H Karunaratne,KADA Kanchana,NND de Silva,I Ranaweera,OU Ranasinghe,L Winfield,TT Beaumont,HC Knight,NR Sciver,KH Brunt,BA Langston,D Hazell,A Hartley,-,-,-,,-,-
115,1063553,Lu Cangcang,Song Yangyang,Zhang Yu Fei,Wang Yu,Tian Suqing,Han Junhui,Pu Xianliang,Song Yulin,Feng Yu,Wang Zihao,Xu Hao,M Taniyama,R Tsutsui,M Kobayashi,J Yamashita,T Ota,M Thurgate,W Miyauchi,R Matsumura,T Hagihara,MM Siddique,K Wakita,,-,-
116,1068731,SJ Myburgh,MJG Rippon,BN Cooper,W Barresi,RE van der Merwe,PW Borren,PM Seelaar,MP O'Dowd,PA van Meekeren,VJ Kingma,Ahsan Malik,C Carter,Anshuman Rath,JJ Atkinson,Babar Hayat,Nizakat Khan,Waqas Khan,Ehsan Khan,Aizaz Khan,Ehsan Nawaz,Nadeem Ahmed,Tanveer Ahmed,,-,-
117,1068732,SJ Myburgh,MJG Rippon,BN Cooper,W Barresi,RE van der Merwe,PW Borren,PM Seelaar,MP O'Dowd,S Snater,Ahsan Malik,PA van Meekeren,C Carter,Anshuman Rath,Babar Hayat,Nizakat Khan,Waqas Khan,Shahid Wasif,Ehsan Khan,Aizaz Khan,Ehsan Nawaz,Tanveer Ahmed,Nadeem Ahmed,,-,-
118,1068737,TP Ura,VV Morea,L Siaka,A Vala,D Bau,S Bau,MD Dai,JB Reva,N Vanua,A Nao,WT Gavera,Rohan Mustafa,Mohammed Qasim,Ghulam Shabber,Shaiman Anwar,Muhammad Usman,Rameez Shahzad,Adnan Mufti,Mohammad Naveed,Ahmed Raza,Imran Haider,Zahoor Khan,,12,1
119,1068740,SJ Baard,ZE Green,MG Erasmus,JN Frylinck,CG Williams,C Viljoen,JJ Smit,Z Groenewald,SF Burger,T Lungameni,BM Scholtz,MH Cross,KJ Coetzer,CS MacLeod,RD Berrington,PL Mommsen,CD de Lange,CD Wallace,SM Sharif,MRJ Watt,AC Evans,CB Sole,,-,-
120,1073401,DB Sharma,MR Meshram,DP Vaidya,M Raj,H Kaur,V Krishnamurthy,S Pandey,SK Yadav,E Bisht,RS Gayakwad,-,AC Jayangani,LE Kaushalya,GWHM Perera,MDN Hansika,MADD Surangika,M Shehani,SS Weerakkody,PM Weerakkody,KDU Prabodhani,SIP Fernando,I Ranaweera,,12,10
121,1073402,MF Kendal,CNIM Joyce,KJ Garth,L Delany,IMHC Joyce,CMA Shillington,MV Waldron,GH Lewis,AJ Kenealy,CJ Metcalfe,RA Lewis,L Tshuma,M Mupachikwa,P Marange,M Musonda,A Ndiraya,SM Mayers,P Mujaji,J Nkomo,T Granger,N Mutasa,E Mbofana,,-,-
122,1073403,L Lee,L Wolvaardt,M du Preez,T Chetty,M Kapp,CL Tryon,D van Niekerk,S Luus,S Ismail,A Khaka,MM Letsoalo,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Nain Abidi,Aliya Riaz,Sana Mir,Rabiya Shah,Maham Tariq,Nashra Sandhu,Ghulam Fatima,,-,-
123,1073404,Sharmin Sultana,Sharmin Akhter,Sanjida Islam,Fargana Hoque,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,N Ovasuru,B Tau,T Ruma,P Siaka,K Oala,V Frank,S Jimmy,K Arua,H Philip,R Oa,M Tom,,-,-
124,1073405,AC Jayangani,LE Kaushalya,MDN Hansika,PM Weerakkody,MADD Surangika,GWHM Perera,SS Weerakkody,PRCS Kumarihami,KDU Prabodhani,SIP Fernando,I Ranaweera,MV Waldron,CNIM Joyce,KJ Garth,L Delany,IMHC Joyce,GH Lewis,CMA Shillington,RA Lewis,LN McCarthy,CJ Metcalfe,-,,-,-
125,1073406,N Chantam,N Boochatham,S Saengsakaorat,R Padunglerd,S Tippoch,N Koncharoenkai,C Sutthiruang,S Laomi,S Saenya,R Sangsoma,S Lateh,H Kaur,MDT Kamini,V Krishnamurthy,S Pandey,M Joshi,DB Sharma,Poonam Yadav,RS Gayakwad,DP Vaidya,-,-,,-,-
126,1073407,OSM Rae,SJ Bryce,KE Bryce,K Anderson,RV Scholes,FE Urquhart,EM Priddle,KL Gordon,K McGill,L Jack,A Aitken,L Lee,L Wolvaardt,M du Preez,T Chetty,M Kapp,CL Tryon,S Ismail,A Khaka,MM Letsoalo,D van Niekerk,S Luus,,-,-
127,1073408,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Nain Abidi,Rabiya Shah,Aliya Riaz,Sana Mir,Aiman Anwer,Ghulam Fatima,Nashra Sandhu,Sharmin Sultana,Sharmin Akhter,Sanjida Islam,Fargana Hoque,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,,-,-
128,1073410,OSM Rae,SJ Bryce,KE Bryce,K Anderson,RV Scholes,FE Urquhart,EM Priddle,KL Gordon,K McGill,L Jack,A Aitken,Sharmin Sultana,Sharmin Akhter,Sanjida Islam,Fargana Hoque,Rumana Ahmed,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,Salma Khatun,Shaila Sharmin,-,,-,-
129,1073411,DB Sharma,MDT Kamini,V Krishnamurthy,H Kaur,S Pandey,M Joshi,E Bisht,Poonam Yadav,DP Vaidya,-,-,SM Kavanagh,KJ Garth,CNIM Joyce,L Delany,IMHC Joyce,GH Lewis,CMA Shillington,MV Waldron,AJ Kenealy,LN McCarthy,CJ Metcalfe,,21,9
130,1073412,M Mupachikwa,M Musonda,L Tshuma,A Ndiraya,SM Mayers,P Marange,P Mujaji,J Nkomo,T Granger,N Mutasa,A Sibanda,N Chantam,N Boochatham,S Saengsakaorat,R Padunglerd,N Koncharoenkai,S Tippoch,C Sutthiruang,N Chaiwai,S Saenya,S Laomi,S Lateh,,-,-
131,1073413,Sharmin Sultana,Sanjida Islam,Sharmin Akhter,Fargana Hoque,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Khadija Tul Kubra,Suraiya Azmin,L Lee,L Wolvaardt,M du Preez,T Chetty,M Kapp,CL Tryon,S Ismail,D van Niekerk,A Khaka,MM Letsoalo,S Luus,,-,-
132,1073415,L Tshuma,M Mupachikwa,M Musonda,A Ndiraya,N Nyathi,SM Mayers,P Marange,P Mujaji,J Nkomo,T Granger,N Mutasa,AC Jayangani,MDN Hansika,PRCS Kumarihami,PM Weerakkody,KDU Prabodhani,SIP Fernando,SS Weerakkody,I Ranaweera,LE Kaushalya,-,-,,29,10
133,1073416,SM Kavanagh,CNIM Joyce,KJ Garth,L Delany,CMA Shillington,IMHC Joyce,GH Lewis,MV Waldron,LK O'Reilly,AJ Kenealy,CJ Metcalfe,N Chantam,S Saengsakaorat,N Boochatham,N Koncharoenkai,S Tippoch,N Chaiwai,C Sutthiruang,R Padunglerd,S Saenya,S Laomi,R Sangsoma,,-,-
134,1073417,M Mupachikwa,M Musonda,L Tshuma,A Ndiraya,N Nyathi,SM Mayers,P Marange,P Mujaji,J Nkomo,N Mutasa,T Granger,V Krishnamurthy,MR Meshram,H Kaur,M Joshi,SK Yadav,E Bisht,Poonam Yadav,RS Gayakwad,-,-,-,,-,-
135,1073418,N Chantam,S Saengsakaorat,N Boochatham,N Koncharoenkai,S Tippoch,C Sutthiruang,N Chaiwai,R Padunglerd,S Laomi,R Sangsoma,S Saenya,AC Jayangani,MDN Hansika,PRCS Kumarihami,H Madavi,MADD Surangika,SS Weerakkody,SIP Fernando,I Ranaweera,LE Kaushalya,-,-,,-,-
136,1073419,T Ruma,B Tau,P Siaka,K Oala,V Frank,S Jimmy,H Buruka,K Arua,R Oa,M Tom,K John,L Wolvaardt,L Goodall,S Ismail,M Daniels,Y Fourie,MM Letsoalo,D van Niekerk,S Luus,-,-,-,,-,-
137,1073420,OSM Rae,FE Urquhart,KE Bryce,K Anderson,RV Scholes,EM Priddle,SJ Bryce,KL Gordon,K McGill,A Aitken,AH Maqsood,Nahida Khan,Nain Abidi,Bismah Maroof,Javeria Khan,Ayesha Zafar,Rabiya Shah,Maham Tariq,Nashra Sandhu,Sana Mir,Aliya Riaz,Ghulam Fatima,,-,-
138,1073421,MR Meshram,DB Sharma,M Raj,H Kaur,V Krishnamurthy,DP Vaidya,S Pandey,S Verma,E Bisht,Poonam Yadav,RS Gayakwad,L Lee,L Wolvaardt,M du Preez,T Chetty,M Kapp,CL Tryon,D van Niekerk,S Ismail,A Khaka,Y Fourie,MM Letsoalo,,-,-
139,1073422,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Rabiya Shah,Nain Abidi,Aliya Riaz,Sana Mir,Aiman Anwer,Nashra Sandhu,Ghulam Fatima,MDN Hansika,AC Jayangani,MADD Surangika,PM Weerakkody,LE Kaushalya,GWHM Perera,PRCS Kumarihami,KDU Prabodhani,SS Weerakkody,I Ranaweera,SIP Fernando,,-,-
140,1073423,MF Kendal,CNIM Joyce,KJ Garth,CMA Shillington,L Delany,IMHC Joyce,GH Lewis,MV Waldron,RA Lewis,LK O'Reilly,CJ Metcalfe,Sharmin Sultana,Sharmin Akhter,Sanjida Islam,Fargana Hoque,Rumana Ahmed,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,Salma Khatun,-,-,,-,-
141,1073424,MDN Hansika,AC Jayangani,PRCS Kumarihami,MADD Surangika,PM Weerakkody,LE Kaushalya,GWHM Perera,SS Weerakkody,KDU Prabodhani,I Ranaweera,BMSM Kumari,L Lee,L Wolvaardt,S Luus,S Ismail,M Kapp,A Khaka,M Daniels,D van Niekerk,-,-,-,,-,-
142,1073425,Sharmin Sultana,Sharmin Akhter,Sanjida Islam,Fargana Hoque,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra,MR Meshram,DB Sharma,M Raj,S Pandey,M Joshi,Poonam Yadav,RS Gayakwad,DP Vaidya,-,-,-,,-,-
143,1073426,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Nain Abidi,Aliya Riaz,Sana Mir,Aiman Anwer,Nashra Sandhu,Sadia Yousuf,-,MF Kendal,CNIM Joyce,KJ Garth,L Delany,IMHC Joyce,GH Lewis,CMA Shillington,MV Waldron,LK O'Reilly,AJ Kenealy,CJ Metcalfe,,-,-
144,1073427,Ayesha Zafar,Nahida Khan,Javeria Khan,Bismah Maroof,Nain Abidi,Aliya Riaz,Sana Mir,Rabiya Shah,Sadia Yousuf,Nashra Sandhu,Maham Tariq,MR Meshram,DB Sharma,DP Vaidya,H Kaur,V Krishnamurthy,S Pandey,M Joshi,E Bisht,Poonam Yadav,-,-,,-,-
145,1073429,MF Kendal,CNIM Joyce,KJ Garth,L Delany,IMHC Joyce,GH Lewis,CMA Shillington,MV Waldron,LK O'Reilly,AJ Kenealy,CJ Metcalfe,L Lee,L Wolvaardt,M du Preez,S Ismail,M Kapp,A Khaka,M Daniels,D van Niekerk,S Luus,-,-,,-,-
146,1073430,L Lee,L Wolvaardt,M du Preez,T Chetty,CL Tryon,D van Niekerk,M Kapp,S Luus,S Ismail,A Khaka,MM Letsoalo,MR Meshram,MDT Kamini,DB Sharma,V Krishnamurthy,H Kaur,S Pandey,DP Vaidya,S Verma,E Bisht,Poonam Yadav,RS Gayakwad,,-,-
147,1077949,Ahmed Shehzad,Kamran Akmal,Mohammad Hafeez,Babar Azam,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Mohammad Amir,Hasan Ali,Wahab Riaz,Shadab Khan,E Lewis,CAK Walton,KOA Powell,SD Hope,JN Mohammed,JL Carter,JO Holder,AR Nurse,AS Joseph,ST Gabriel,D Bishoo,,-,-
148,1077950,Ahmed Shehzad,Kamran Akmal,Babar Azam,Mohammad Hafeez,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Mohammad Amir,Junaid Khan,Hasan Ali,Shadab Khan,E Lewis,CAK Walton,SD Hope,KOA Powell,JL Carter,JN Mohammed,JO Holder,AR Nurse,D Bishoo,AS Joseph,ST Gabriel,,-,-
149,1077951,E Lewis,CAK Walton,KOA Powell,SD Hope,JN Mohammed,JL Carter,JO Holder,AR Nurse,V Permaul,D Bishoo,ST Gabriel,Kamran Akmal,Babar Azam,Ahmed Shehzad,Mohammad Hafeez,Shoaib Malik,Sarfraz Ahmed,Mohammad Amir,Junaid Khan,Hasan Ali,Imad Wasim,Shadab Khan,,-,-
150,1078659,MH Cross,KJ Coetzer,CS MacLeod,JH Davey,HG Munsey,CD de Lange,CD Wallace,SM Sharif,MRJ Watt,CB Sole,BTJ Wheal,C Carter,C McAuslan,Babar Hayat,Nizakat Khan,Waqas Khan,Aizaz Khan,Ehsan Nawaz,Tanveer Ahmed,Nadeem Ahmed,Ehsan Khan,-,,-,-
151,1078660,MH Cross,KJ Coetzer,CS MacLeod,JH Davey,RD Berrington,CD Wallace,MA Leask,SM Sharif,MRJ Watt,CB Sole,BTJ Wheal,Rohan Mustafa,Mohammed Qasim,Ghulam Shabber,Shaiman Anwar,Muhammad Usman,Adnan Mufti,Mohammad Naveed,Ahmed Raza,Qadeer Ahmed,Imran Haider,Zahoor Khan,,-,-
